index,Unassigned;__;__;__;__;__;__,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;__,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Enterorhabdus;s__uncultured_bacterium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;__,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__uncultured_bacterium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculaceae;s__uncultured_bacterium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__uncultured_bacterium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Acholeplasmataceae;g__Anaeroplasma;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Dubosiella;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalibaculum;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__uncultured;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Bacilli;o__Mycoplasmatales;f__Mycoplasmataceae;g__Ureaplasma;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__RF39;g__RF39;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__RF39;g__RF39;s__uncultured_rumen,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_UCG-014;f__Clostridia_UCG-014;g__Clostridia_UCG-014;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_vadinBB60_group;f__Clostridia_vadinBB60_group;g__Clostridia_vadinBB60_group;__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_vadinBB60_group;f__Clostridia_vadinBB60_group;g__Clostridia_vadinBB60_group;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_sensu_stricto_1;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;__;__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__A2;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__ASF356;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__GCA-900066575;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_NK4A136_group;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_UCG-001;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_UCG-006;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Marvinbryantia;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Tuzzerella;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Eubacterium]_ventriosum_group;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Eubacterium]_xylanophilum_group;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__uncultured;__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__uncultured;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__Monoglobus;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__UCG-009;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;__;__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Colidextribacter;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__NK4A214_group;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-005;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__uncultured;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;__;__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Incertae_Sedis;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Paludicola;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcaceae;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__uncultured;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__UCG-010;g__UCG-010;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__[Eubacterium]_coprostanoligenes_group;g__[Eubacterium]_coprostanoligenes_group;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptococcales;f__Peptococcaceae;g__uncultured;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__Family_XIII_UCG-001;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__[Eubacterium]_brachy_group;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__[Eubacterium]_nodatum_group;s__uncultured_bacterium,d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Romboutsia;s__uncultured_bacterium,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Candidatus_Saccharimonas;s__uncultured_bacterium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Parasutterella;s__uncultured_bacterium,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__uncultured_bacterium,MouseModel,MouseID,Cancer,SmokeExp,FMTstatus,TumorImp,Study
POSTMC38CT2-S63,9.0,53.0,25.0,0.0,2130.0,5359.0,0.0,629.0,936.0,11.0,12.0,432.0,923.0,0.0,1708.0,0.0,271.0,8.0,287.0,0.0,737.0,516.0,110.0,329.0,34.0,47.0,112.0,103.0,194.0,2109.0,891.0,42.0,21.0,471.0,51.0,62.0,309.0,12.0,1552.0,0.0,46.0,444.0,125.0,24.0,263.0,24.0,788.0,0.0,32.0,32.0,0.0,12.0,157.0,145.0,59.0,40.0,18.0,0.0,0.0,0.0,128.0,3.0,526.0,655.0,WT,MC38-CT2,Colon,No,NA,Post,Abx-Colon
POSTMC38CT3-S64,0.0,0.0,9.0,0.0,1048.0,3206.0,309.0,2159.0,82.0,12.0,0.0,0.0,1120.0,7.0,1283.0,0.0,505.0,0.0,187.0,0.0,172.0,0.0,20.0,134.0,48.0,29.0,66.0,70.0,39.0,2471.0,8.0,0.0,110.0,122.0,0.0,294.0,137.0,0.0,694.0,0.0,7.0,356.0,62.0,21.0,123.0,0.0,110.0,0.0,12.0,47.0,0.0,0.0,422.0,45.0,101.0,125.0,16.0,0.0,0.0,13.0,0.0,0.0,143.0,433.0,WT,MC38-CT3,Colon,No,NA,Post,Abx-Colon
POSTMC38CT4-S65,9.0,45.0,15.0,0.0,2606.0,4163.0,64.0,2254.0,362.0,0.0,0.0,16.0,1266.0,11.0,2116.0,0.0,175.0,0.0,156.0,0.0,412.0,7.0,25.0,249.0,111.0,0.0,145.0,70.0,70.0,3142.0,0.0,21.0,66.0,120.0,0.0,162.0,104.0,0.0,813.0,66.0,22.0,877.0,120.0,9.0,141.0,0.0,380.0,0.0,13.0,47.0,0.0,20.0,241.0,128.0,32.0,52.0,24.0,0.0,0.0,0.0,0.0,0.0,321.0,1886.0,WT,MC38-CT4,Colon,No,NA,Post,Abx-Colon
POSTMC38CT5-S66,0.0,0.0,17.0,0.0,1128.0,4324.0,0.0,24.0,410.0,13.0,0.0,629.0,664.0,0.0,667.0,0.0,144.0,2.0,210.0,0.0,443.0,349.0,55.0,212.0,0.0,36.0,55.0,47.0,142.0,1005.0,1039.0,18.0,40.0,322.0,0.0,68.0,113.0,0.0,905.0,0.0,24.0,307.0,69.0,20.0,117.0,22.0,269.0,0.0,12.0,24.0,0.0,25.0,636.0,37.0,30.0,144.0,3.0,0.0,0.0,8.0,128.0,0.0,471.0,640.0,WT,MC38-CT5,Colon,No,NA,Post,Abx-Colon
POSTMC38CT6-S67,5.0,18.0,0.0,65.0,1178.0,1927.0,100.0,2346.0,6.0,0.0,0.0,3.0,442.0,0.0,993.0,0.0,33.0,0.0,0.0,0.0,402.0,0.0,113.0,56.0,0.0,0.0,20.0,39.0,18.0,2515.0,58.0,0.0,25.0,92.0,0.0,104.0,28.0,0.0,521.0,0.0,9.0,327.0,30.0,0.0,46.0,0.0,97.0,0.0,16.0,21.0,0.0,0.0,160.0,59.0,23.0,67.0,7.0,0.0,0.0,0.0,0.0,0.0,82.0,783.0,WT,MC38-CT6,Colon,No,NA,Post,Abx-Colon
POSTMC38CT8-S69,0.0,5.0,0.0,0.0,435.0,1426.0,93.0,1301.0,902.0,0.0,0.0,0.0,153.0,0.0,1969.0,0.0,50.0,0.0,47.0,23.0,192.0,0.0,0.0,51.0,12.0,27.0,9.0,31.0,21.0,1836.0,0.0,0.0,22.0,56.0,0.0,95.0,117.0,0.0,846.0,0.0,9.0,267.0,30.0,0.0,51.0,0.0,164.0,0.0,7.0,48.0,0.0,0.0,245.0,39.0,18.0,59.0,16.0,0.0,0.0,0.0,0.0,0.0,35.0,233.0,WT,MC38-CT8,Colon,No,NA,Post,Abx-Colon
POSTMC38SM1D-S70,0.0,560.0,16.0,0.0,1153.0,2155.0,0.0,1118.0,384.0,0.0,304.0,40.0,605.0,0.0,173.0,0.0,475.0,7.0,360.0,0.0,363.0,86.0,52.0,198.0,18.0,0.0,13.0,14.0,23.0,2090.0,11.0,0.0,0.0,76.0,0.0,47.0,131.0,15.0,438.0,0.0,4.0,203.0,47.0,0.0,32.0,90.0,170.0,0.0,27.0,34.0,0.0,11.0,578.0,39.0,25.0,128.0,17.0,0.0,0.0,9.0,43.0,0.0,147.0,914.0,WT,MC38-SM1,Colon,Yes,NA,Post,Abx-Colon
POSTMC38SM2E-S72,34.0,760.0,0.0,0.0,2437.0,3191.0,0.0,1793.0,29.0,80.0,70.0,191.0,704.0,94.0,535.0,0.0,148.0,0.0,743.0,0.0,729.0,74.0,50.0,57.0,49.0,17.0,68.0,95.0,268.0,3364.0,8.0,29.0,50.0,51.0,8.0,97.0,599.0,0.0,843.0,5.0,0.0,423.0,156.0,0.0,112.0,73.0,416.0,0.0,38.0,0.0,0.0,9.0,932.0,207.0,90.0,341.0,33.0,0.0,0.0,10.0,48.0,23.0,211.0,3065.0,WT,MC38-SM3,Colon,Yes,NA,Post,Abx-Colon
POSTMC38SM3A-S73,106.0,676.0,104.0,0.0,10621.0,10471.0,0.0,2346.0,3330.0,228.0,294.0,26.0,127.0,6.0,349.0,0.0,891.0,0.0,3267.0,43.0,3972.0,101.0,66.0,698.0,68.0,37.0,194.0,120.0,420.0,4250.0,28.0,17.0,113.0,222.0,24.0,22.0,227.0,0.0,1726.0,0.0,26.0,1135.0,389.0,9.0,386.0,157.0,1149.0,10.0,48.0,94.0,21.0,0.0,851.0,467.0,47.0,59.0,118.0,0.0,9.0,21.0,0.0,12.0,555.0,4193.0,WT,MC38-SM4,Colon,Yes,NA,Post,Abx-Colon
POSTMC38SM3C-S74,455.0,181.0,112.0,0.0,7081.0,9764.0,0.0,4845.0,1695.0,40.0,0.0,40.0,136.0,0.0,234.0,0.0,1416.0,6.0,709.0,0.0,1027.0,60.0,17.0,249.0,419.0,70.0,234.0,129.0,312.0,8062.0,183.0,257.0,43.0,1036.0,12.0,367.0,689.0,25.0,4600.0,0.0,58.0,1066.0,388.0,17.0,1143.0,80.0,2144.0,29.0,195.0,581.0,0.0,0.0,756.0,552.0,68.0,312.0,144.0,0.0,24.0,63.0,11.0,35.0,356.0,3674.0,WT,MC38-SM5,Colon,Yes,NA,Post,Abx-Colon
POSTMC38SM5A-S75,123.0,1156.0,121.0,0.0,5677.0,9144.0,0.0,4561.0,2755.0,129.0,302.0,91.0,1714.0,39.0,2083.0,0.0,1141.0,30.0,807.0,0.0,1368.0,58.0,16.0,252.0,125.0,28.0,434.0,83.0,315.0,5527.0,64.0,8.0,54.0,79.0,17.0,36.0,401.0,15.0,1748.0,16.0,0.0,216.0,230.0,5.0,110.0,57.0,789.0,0.0,44.0,251.0,10.0,0.0,1205.0,345.0,87.0,111.0,90.0,9.0,16.0,53.0,10.0,0.0,527.0,4159.0,WT,MC38-SM6,Colon,Yes,NA,Post,Abx-Colon
POSTMC38SM5C-S76,125.0,1213.0,176.0,0.0,10244.0,9754.0,0.0,4165.0,2137.0,164.0,294.0,60.0,2021.0,114.0,1017.0,0.0,150.0,0.0,1235.0,0.0,707.0,62.0,88.0,87.0,14.0,0.0,908.0,189.0,375.0,7706.0,19.0,10.0,107.0,95.0,21.0,278.0,113.0,8.0,1580.0,105.0,10.0,409.0,315.0,50.0,355.0,84.0,930.0,23.0,230.0,233.0,14.0,173.0,1285.0,629.0,130.0,425.0,135.0,22.0,31.0,43.0,30.0,0.0,367.0,7702.0,WT,MC38-SM7,Colon,Yes,NA,Post,Abx-Colon
POSTMC38SM6C-S77,177.0,2241.0,221.0,0.0,7311.0,12413.0,0.0,7101.0,2673.0,32.0,442.0,75.0,1234.0,22.0,1290.0,1272.0,236.0,21.0,1266.0,0.0,1490.0,177.0,68.0,521.0,124.0,15.0,424.0,425.0,583.0,7039.0,27.0,48.0,117.0,96.0,27.0,103.0,577.0,27.0,2598.0,17.0,48.0,247.0,341.0,42.0,199.0,92.0,698.0,6.0,167.0,342.0,8.0,23.0,1733.0,403.0,202.0,35.0,192.0,14.0,19.0,52.0,101.0,0.0,383.0,2913.0,WT,MC38-SM8,Colon,Yes,NA,Post,Abx-Colon
POSTMC38SM7B-S78,102.0,697.0,166.0,0.0,9702.0,7744.0,0.0,3887.0,857.0,505.0,285.0,293.0,482.0,76.0,625.0,1134.0,73.0,0.0,466.0,0.0,2949.0,79.0,0.0,57.0,266.0,0.0,394.0,22.0,462.0,3920.0,0.0,8.0,294.0,33.0,0.0,103.0,302.0,48.0,951.0,0.0,0.0,475.0,233.0,0.0,148.0,132.0,497.0,0.0,75.0,160.0,0.0,790.0,1239.0,250.0,125.0,482.0,81.0,0.0,0.0,21.0,8.0,0.0,284.0,7979.0,WT,MC38-SM9,Colon,Yes,NA,Post,Abx-Colon
POSTMC38SM7D-S79,20.0,1084.0,103.0,0.0,7608.0,9262.0,17.0,5396.0,2160.0,105.0,147.0,121.0,1551.0,37.0,2936.0,216.0,131.0,0.0,239.0,0.0,1586.0,165.0,0.0,350.0,160.0,20.0,714.0,31.0,525.0,5642.0,13.0,0.0,199.0,155.0,21.0,74.0,728.0,57.0,1559.0,0.0,16.0,389.0,240.0,8.0,205.0,78.0,918.0,0.0,64.0,376.0,0.0,773.0,590.0,617.0,83.0,72.0,100.0,12.0,8.0,40.0,11.0,0.0,283.0,1323.0,WT,MC38-SM10,Colon,Yes,NA,Post,Abx-Colon
POSTMC38SM8C-S80,109.0,433.0,100.0,0.0,7856.0,12025.0,77.0,4915.0,2857.0,17.0,351.0,87.0,1167.0,0.0,1250.0,525.0,502.0,19.0,1140.0,21.0,2228.0,188.0,46.0,773.0,109.0,23.0,260.0,71.0,247.0,5030.0,26.0,25.0,217.0,274.0,0.0,244.0,307.0,31.0,2216.0,16.0,20.0,381.0,184.0,22.0,215.0,112.0,499.0,16.0,82.0,211.0,20.0,50.0,578.0,303.0,95.0,259.0,77.0,4.0,7.0,29.0,11.0,0.0,464.0,3089.0,WT,MC38-SM11,Colon,Yes,NA,Post,Abx-Colon
